day_id,city_id,temperature_celsius,wind_kph,wind_degree,pressure_mb,precip_mm,humidity,cloud,feels_like_celsius,visibility_km,uv_index,gust_kph,air_quality_us-epa-index,sunrise,sunset,condition_text
D0713,C028,31,11.2,140,1011,0,71,50,41,10,1,13.7,1,6:26 AM,6:49 PM,
D0714,C028,29,6.8,100,1012,0,84,50,33.3,10,8,10.8,1,6:26 AM,6:48 PM,
D0715,C028,30,6.8,40,1012,0,75,75,39.7,10,6,25.9,1,6:26 AM,6:47 PM,
D0716,C028,31,11.2,140,1012,0,79,75,38.4,10,8,17.3,1,6:26 AM,6:46 PM,
D0717,C028,29,11.2,260,1010,0,84,50,33.9,10,6,11.5,1,6:26 AM,6:45 PM,
D0718,C028,30,19.1,220,1008,0,79,50,35.4,10,8,24.8,2,6:27 AM,6:45 PM,
D0719,C028,29,6.8,210,1014,0,89,50,33,10,8,15.5,1,6:27 AM,6:43 PM,
D0720,C028,31,11.2,180,1010,0,84,50,37.3,10,8,19.1,1,6:27 AM,6:43 PM,
D0721,C028,30,11.2,160,1012,0,79,75,36.5,10,8,12.6,1,6:27 AM,6:42 PM,
D0722,C028,28,11.2,40,1012,0,74,75,30.4,10,8,11.9,1,6:27 AM,6:41 PM,
D0723,C028,31,9,150,1012,0,75,50,37.2,10,7,16,1,6:27 AM,6:40 PM,
D0724,C028,31,11.2,140,1012,0,75,50,37.4,10,8,13.8,1,6:28 AM,6:39 PM,
D0725,C028,31,9,60,1012,0,71,75,35.6,10,8,16.7,1,6:28 AM,6:38 PM,
D0726,C028,28.1,6.8,80,1011,0,91,75,34.6,8,6,15.3,1,6:28 AM,6:37 PM,Cloudy and Overcast
D0727,C028,30,11.2,120,1010,0,75,75,34.5,10,8,14.5,2,6:28 AM,6:37 PM,
D0728,C028,31,15.1,140,1010,0,79,25,38,10,8,15.8,1,6:28 AM,6:36 PM,
D0729,C029,26,6.8,50,1010,0,94,50,30.2,10,1,2.5,2,5:45 AM,6:10 PM,
D0730,C029,27,3.6,222,1011,0,94,25,32.8,10,1,5,1,5:45 AM,6:09 PM,
D0731,C029,30,6.8,230,1008,0.7,79,25,40.4,10,6,6.1,2,5:45 AM,6:09 PM,
D0732,C029,32,9,230,1008,0.5,71,25,46.3,10,6,10.4,2,5:46 AM,6:09 PM,
D0733,C029,24,15.1,160,1013,0.1,74,75,25.9,10,6,9,1,5:46 AM,6:08 PM,
D0734,C029,28,9,110,1014,0.2,74,25,33.4,10,6,6.5,1,5:46 AM,6:07 PM,
D0735,C029,28,16.9,190,1012,0.3,79,50,34.3,10,5,15.1,1,5:46 AM,6:07 PM,Thunderstorms
D0736,C029,27,13,180,1013,0.9,79,50,31.7,10,6,9,2,5:46 AM,6:06 PM,Partly Cloudy
D0737,C029,26,6.8,210,1013,0.3,89,25,28.8,10,6,8.3,1,5:46 AM,6:05 PM,
D0738,C029,32,4,250,1013,0.1,52,25,44.3,10,6,1.8,2,5:46 AM,6:05 PM,
D0739,C029,30,6.8,360,1012,0.2,66,25,38.5,10,6,10.4,2,5:46 AM,6:04 PM,
D0740,C029,29,13,170,1011,0,75,25,31.9,10,7,1.4,2,5:46 AM,6:03 PM,
D0741,C029,30,11.2,170,1012,0,66,50,35.4,10,7,3.2,1,5:46 AM,6:02 PM,
D0742,C029,29,19.1,190,1012,0,75,25,32.1,10,7,2.2,1,5:46 AM,6:02 PM,
D0743,C029,28,13,180,1013,0,74,25,33.2,10,7,9.7,1,5:46 AM,6:01 PM,
D0744,C029,29,15.1,190,1012,0,75,25,33.1,10,7,6.1,2,5:46 AM,6:00 PM,
D0745,C029,29,3.6,353,1011,0,70,25,37.8,10,6,6.8,2,5:46 AM,5:59 PM,
D0746,C029,26,13,230,1012,0.3,84,75,27.5,10,6,2.2,1,5:46 AM,5:59 PM,Light Rain with Thunder
D0747,C029,27,19.1,190,1013,0.7,84,25,29.7,10,6,8.3,1,5:46 AM,5:58 PM,Partly Cloudy
D0748,C029,29,13,190,1012,0.2,75,25,32.7,10,6,1.1,1,5:46 AM,5:57 PM,Partly Cloudy
D0749,C029,27,9,200,1013,0.77,79,25,29,10,6,3.3,1,5:46 AM,5:57 PM,
D0750,C029,29,16.9,170,1013,0.08,70,25,32,10,6,5.8,1,5:46 AM,5:56 PM,Partly Cloudy
D0751,C029,30,9,150,1012,0.03,59,25,33.4,10,6,3.7,1,5:46 AM,5:55 PM,
D0752,C029,27,11.2,200,1012,0.57,79,25,29.9,10,6,5.4,1,5:46 AM,5:55 PM,
D0753,C029,30,11.2,160,1012,1.32,70,25,36.2,10,6,3.5,1,5:46 AM,5:54 PM,
D0754,C029,32,6.1,330,1012,0.47,46,50,39,10,6,1.1,1,5:46 AM,5:53 PM,
D0755,C030,25.9,8.6,273,1016,2,81,87,28.6,10,6,13,1,6:20 AM,6:31 PM,
D0756,C030,24.1,10.8,286,1014,3.3,91,64,26.5,7,1,16.2,1,6:20 AM,6:31 PM,
D0757,C030,24.6,14.4,246,1014,0,87,48,26.9,10,1,18,1,6:20 AM,6:31 PM,
D0758,C030,25,8.3,240,1014,0.3,87,87,27.6,9,1,10.1,1,6:19 AM,6:31 PM,
D0759,C030,24.5,15.1,250,1013,5.7,89,100,26.9,7,1,26.3,1,6:19 AM,6:30 PM,
D0760,C030,24.3,11.9,230,1013,3.7,90,51,26.7,7,1,20.2,1,6:19 AM,6:30 PM,
D0761,C030,24.3,9,238,1014,1.4,87,61,26.6,10,1,12.6,1,6:19 AM,6:29 PM,Rain Showers
D0762,C030,24,11.2,257,1014,0,85,32,26.1,10,1,14.8,1,6:19 AM,6:29 PM,Partly Cloudy
D0763,C030,24,6.1,250,1015,0.3,94,50,26.4,10,1,12.2,1,6:18 AM,6:28 PM,
D0764,C030,25,9,240,1014,1.2,94,25,27.7,10,1,13,1,6:18 AM,6:28 PM,
D0765,C030,24,11.2,260,1014,0.7,100,75,26.3,8,1,21.6,1,6:18 AM,6:28 PM,
D0766,C030,24,6.8,270,1016,1.7,100,75,26.5,8,1,11.2,1,6:18 AM,6:27 PM,
D0767,C030,24,6.8,210,1015,0,100,25,26.2,10,1,15.1,1,6:17 AM,6:27 PM,
D0768,C030,25.3,11.9,230,1015,0,86,20,27.8,10,1,15.5,1,6:17 AM,6:26 PM,
D0769,C030,25,15.1,250,1013,0,100,25,27.5,10,1,18,1,6:17 AM,6:26 PM,
D0770,C030,24.7,11.5,254,1014,0,89,68,27.2,10,1,14,1,6:17 AM,6:25 PM,Cloudy and Overcast
D0771,C030,28,16.9,250,1009,0,89,75,32.7,10,7,12.6,1,6:16 AM,6:24 PM,
D0772,C030,26,13,260,1012,0,89,25,29.3,10,1,18,1,6:16 AM,6:24 PM,
D0773,C030,25,6.8,260,1014,0.1,100,50,27.6,10,1,20.5,1,6:16 AM,6:24 PM,
D0774,C030,26,6.1,190,1014,0,94,25,29.2,10,1,12.6,1,6:16 AM,6:24 PM,
D0775,C030,26,6.8,270,1014,0.02,94,75,29,10,1,16.2,1,6:15 AM,6:23 PM,
D0776,C030,26,15.1,250,1012,0,89,25,29.2,10,1,8,1,6:15 AM,6:23 PM,
D0777,C030,25,13,240,1013,0,100,75,27.4,10,1,12.3,1,6:15 AM,6:22 PM,
D0778,C030,25,9,250,1013,0.17,100,50,27.7,10,1,6.2,1,6:15 AM,6:22 PM,
D0779,C030,25,6.8,340,1013,6.1,100,75,27.9,8,1,2.6,1,6:14 AM,6:21 PM,Light Rain with Thunder
D0780,C030,26,11.2,250,1013,0.19,94,50,29.3,10,1,21.2,1,6:14 AM,6:21 PM,
D0781,C031,19,16.9,210,1010,0,73,50,19,10,5,20.9,1,6:09 AM,8:33 PM,
D0782,C031,14,11.2,70,1008,0.1,94,25,12.7,10,1,28.8,1,6:12 AM,8:30 PM,
D0783,C031,18,6.8,190,1002,0,100,75,18,10,1,14,1,6:12 AM,8:30 PM,
D0784,C031,14,6.8,160,1005,0,100,60,13.9,0.2,1,11.2,1,6:14 AM,8:27 PM,Mist or Fog
D0785,C031,10,11.2,100,1010,0,94,0,7.9,10,1,29.2,1,6:16 AM,8:24 PM,
D0786,C031,12,15.1,200,1014,0,94,25,10.7,10,1,23.4,1,6:19 AM,8:21 PM,
D0787,C031,12,6.1,230,1020,0,100,0,10.9,10,1,20.2,1,6:21 AM,8:18 PM,
D0788,C031,15,15.1,210,1020,0,94,75,13.7,10,1,34.2,1,6:23 AM,8:15 PM,
D0789,C031,14,13,320,1017,0,72,25,12.4,10,1,30.2,1,6:25 AM,8:12 PM,Partly Cloudy
D0790,C031,14,3.6,323,1027,0,72,0,13.6,10,1,16.2,1,6:28 AM,8:09 PM,
D0791,C031,13,6.8,220,1024,0,88,25,11.5,10,1,28.4,1,6:30 AM,8:07 PM,
D0792,C031,12,4,100,1021,0,100,60,11.4,0.6,1,15.5,1,6:32 AM,8:04 PM,Mist or Fog
D0793,C031,14,6.8,160,1020,0,100,0,13.1,10,1,26.6,1,6:35 AM,8:01 PM,
D0794,C031,15,3.6,10,1015,0,94,25,14.4,10,1,24.8,2,6:37 AM,7:58 PM,
D0795,C031,16,6.8,170,1013,0,94,25,16,10,1,24.1,2,6:39 AM,7:55 PM,Partly Cloudy
D0796,C031,16,11.2,200,1011,0,94,0,16,9,1,26.6,2,6:42 AM,7:52 PM,
D0797,C031,16,15.1,330,1017,0,59,25,16,10,5,11.5,1,6:46 AM,7:46 PM,
D0798,C031,13,3.6,345,1020,0,72,0,12,10,1,21.2,1,6:46 AM,7:46 PM,
D0799,C031,10,6.8,180,1026,0,87,0,7.9,10,1,29.2,1,6:48 AM,7:43 PM,
D0800,C031,11,11.2,180,1020,0,87,0,8.7,10,1,37.1,1,6:51 AM,7:40 PM,
D0801,C031,11,3.6,2,1022,0,76,25,9.3,10,1,24.2,1,6:53 AM,7:37 PM,
D0802,C031,7,13,110,1013,0,93,0,3.7,10,1,37.3,1,6:55 AM,7:34 PM,
D0803,C031,14,16.9,200,1000,0.01,88,50,11.9,10,1,42.3,1,6:58 AM,7:31 PM,
D0804,C031,16,20.2,210,1007,0,94,75,16,10,1,34.1,1,7:00 AM,7:28 PM,
D0805,C031,15,11.2,140,1012,0,88,0,13.9,10,1,34.7,1,7:02 AM,7:25 PM,
D0806,C031,19,15.1,150,1006,0,78,0,19,10,1,45.3,1,7:05 AM,7:22 PM,Clear and Sunny
D0807,C032,17,13,180,1027,2.7,83,50,17,10,3,4.3,2,6:17 AM,6:35 PM,
D0808,C032,14,15.1,250,1026,0,100,75,14.7,7,1,4.7,1,6:17 AM,6:35 PM,Mist or Fog
D0809,C032,13,9,270,1027,0.1,100,75,13.6,10,1,5,5,6:17 AM,6:35 PM,Moderate to Heavy Rain
D0810,C032,11.8,3.6,336,1017,0.1,83,71,12.4,10,1,6.8,4,6:16 AM,6:34 PM,
D0811,C032,14,4,280,1026,0,82,25,14.6,10,1,8.3,5,6:16 AM,6:34 PM,
D0812,C032,12,5.4,17,1016,0,80,10,12,10,1,11.2,4,6:16 AM,6:33 PM,
D0813,C032,16,6.8,20,1024,0,68,50,16,10,1,12.2,2,6:16 AM,6:33 PM,
D0814,C032,15,11.2,210,1025,0.2,88,50,15.8,10,1,2.5,3,6:16 AM,6:32 PM,Partly Cloudy
D0815,C032,15,3.6,335,1025,0.1,88,75,15.5,10,1,9.4,2,6:16 AM,6:31 PM,Partly Cloudy
D0816,C032,12.2,6.8,343,1016,0,81,14,11.8,10,1,14.4,2,6:16 AM,6:31 PM,
D0817,C032,14,9,300,1026,0.2,94,37,14.7,10,1,6.8,4,6:16 AM,6:30 PM,
D0818,C032,14,6.8,10,1026,0,94,75,14.6,10,1,7.6,4,6:16 AM,6:30 PM,
D0819,C032,14,3.6,71,1016,0,80,17,14.7,10,1,6.8,2,6:16 AM,6:29 PM,
D0820,C032,15,6.8,180,1026,2.3,100,75,15.8,10,1,4.3,4,6:16 AM,6:28 PM,
D0821,C032,12.7,4,150,1016,0,92,23,13.1,10,1,7.2,4,6:15 AM,6:28 PM,
D0822,C032,15,11.2,190,1018,0,94,75,15.8,10,1,4,2,6:15 AM,6:27 PM,
D0823,C032,17,6.8,290,1023,0,88,75,17,8,4,3.6,2,6:15 AM,6:26 PM,
D0824,C032,16,3.6,10,1026,0.1,100,75,16,10,1,5,4,6:15 AM,6:26 PM,
D0825,C032,14,3.6,167,1026,0.1,100,75,14.7,10,1,1.4,3,6:15 AM,6:25 PM,Partly Cloudy
D0826,C032,13,5,70,1017,0.1,83,73,13.2,10,1,10.1,5,6:15 AM,6:25 PM,
D0827,C032,17,3.6,75,1025,0.06,72,50,17,10,1,10.7,1,6:15 AM,6:24 PM,
D0828,C032,15,13,60,1026,0,100,75,15.5,10,1,9.6,4,6:15 AM,6:24 PM,Thunderstorms
D0829,C032,14,11.2,310,1026,0,100,50,14.3,10,1,10.6,4,6:15 AM,6:23 PM,
D0830,C032,15,3.6,10,1025,0,82,50,15.3,10,1,12.1,4,6:14 AM,6:22 PM,
D0831,C032,16,6.1,320,1025,0.02,88,50,16,10,1,9.1,5,6:14 AM,6:22 PM,
D0832,C032,16,6.8,300,1025,0,77,50,16,10,1,15.1,4,6:14 AM,6:21 PM,
D0833,C033,20,19.1,230,1009,0,64,50,20,10,5,22,1,6:06 AM,8:34 PM,
D0834,C033,12,9,40,1010,0,100,75,10.5,10,1,23.8,1,6:09 AM,8:31 PM,
D0835,C033,18,6.8,80,1002,0,100,100,18,7,1,10.4,1,6:09 AM,8:31 PM,
D0836,C033,16,6.8,170,1004,0,94,75,16,10,1,13.7,1,6:11 AM,8:28 PM,
D0837,C033,12,6.8,50,1011,0.1,94,25,11,10,1,20.2,1,6:14 AM,8:25 PM,
D0838,C033,13,9,180,1013,0.2,94,0,11.7,10,1,24.1,1,6:16 AM,8:22 PM,
D0839,C033,8,3.6,256,1019,0,100,25,6.2,10,1,19.4,1,6:18 AM,8:19 PM,
D0840,C033,16,13,210,1018,0,88,75,16,10,1,33.8,1,6:21 AM,8:16 PM,
D0841,C033,10,13,270,1016,0,94,0,7.5,10,1,29.2,1,6:23 AM,8:13 PM,
D0842,C033,7,6.1,290,1027,0,100,0,4.8,10,1,20.9,1,6:25 AM,8:10 PM,
D0843,C033,14,13,230,1023,0,94,25,12.9,10,1,24.5,1,6:28 AM,8:07 PM,
D0844,C033,13,3.6,10,1021,0,100,0,12.8,9,1,12.2,2,6:30 AM,8:04 PM,Mist or Fog
D0845,C033,15,6.8,140,1020,0,94,75,14.7,10,1,18,1,6:33 AM,8:01 PM,
D0846,C033,16,9,210,1015,0,100,75,16,0.9,1,17.6,2,6:35 AM,7:58 PM,Mist or Fog
D0847,C033,14,6.1,140,1013,0,100,0,13.6,5,1,17.6,2,6:37 AM,7:55 PM,Mist or Fog
D0848,C033,18,15.1,190,1010,0,94,75,18,9,1,23.8,2,6:40 AM,7:52 PM,Rain Showers
D0849,C033,15,16.9,320,1017,0,55,25,14.7,10,5,14,1,6:44 AM,7:46 PM,
D0850,C033,9,6.8,350,1020,0,93,0,7.1,10,1,24.5,1,6:44 AM,7:46 PM,
D0851,C033,14,13,180,1024,0,82,50,12.6,10,1,29.9,1,6:47 AM,7:43 PM,
D0852,C033,15,22,200,1019,0,82,75,13.7,10,1,32.4,1,6:49 AM,7:40 PM,
D0853,C033,6,6.8,300,1022,0,93,0,3.4,10,1,23.8,1,6:52 AM,7:37 PM,
D0854,C033,6,6.8,80,1015,0,93,25,2.7,10,1,30.8,1,6:54 AM,7:34 PM,
D0855,C033,14,22,220,998,0.02,77,0,11.8,10,1,47.9,1,6:56 AM,7:31 PM,
D0856,C033,16,16.9,190,1005,0,94,75,16,10,1,39.1,1,6:59 AM,7:28 PM,Partly Cloudy
D0857,C033,16,16.9,150,1012,0,88,0,16,10,1,32.7,1,7:01 AM,7:25 PM,
D0858,C033,20,25.9,160,1006,0,73,25,20,10,1,43.8,1,7:04 AM,7:22 PM,
D0859,C034,18,11.2,240,1014,0,64,25,18,10,6,7.9,1,7:03 AM,8:40 PM,Partly Cloudy
D0860,C034,14,3.6,10,1010,0,88,100,13.6,10,1,13.7,1,7:04 AM,8:38 PM,
D0861,C034,14,3.6,10,1012,0,72,100,13.8,10,1,12.6,1,7:04 AM,8:38 PM,Cloudy and Overcast
D0862,C034,18,9,200,1013,1.9,94,75,18,10,1,17.3,1,7:06 AM,8:36 PM,Partly Cloudy
D0863,C034,18,6.1,30,1015,0,88,75,18,10,1,6.5,4,7:07 AM,8:33 PM,
D0864,C034,21,9,360,1023,0,78,0,21,10,1,18.7,1,7:08 AM,8:31 PM,
D0865,C034,21,9,20,1024,0,83,0,21,10,1,17.6,1,7:10 AM,8:29 PM,
D0866,C034,21,6.1,50,1016,0,64,0,21,10,1,19.8,1,7:11 AM,8:27 PM,Clear and Sunny
D0867,C034,21,6.8,360,1017,0,78,0,21,10,1,8.3,4,7:13 AM,8:25 PM,Clear and Sunny
D0868,C034,21,3.6,54,1017,0,69,0,21,10,1,14.8,2,7:14 AM,8:23 PM,Clear and Sunny
D0869,C034,21,6.1,340,1016,0,78,0,21,10,1,10.4,6,7:16 AM,8:21 PM,
D0870,C034,24,11.2,60,1016,0,61,0,25,10,1,10.8,2,7:17 AM,8:19 PM,Clear and Sunny
D0871,C034,25,6.1,170,1016,0,51,0,25.5,10,1,22.3,4,7:18 AM,8:17 PM,
D0872,C034,23,3.6,10,1015,0,69,0,24.7,10,1,11.5,2,7:20 AM,8:15 PM,
D0873,C034,21,9,350,1014,0,78,37,21,10,1,15.5,2,7:21 AM,8:13 PM,
D0874,C034,18,4,220,1016,0,100,75,18,6,1,11.5,1,7:23 AM,8:11 PM,Mist or Fog
D0875,C034,25,3.6,78,1019,0,54,75,25,10,7,6.5,2,7:26 AM,8:06 PM,
D0876,C034,19,3.6,10,1018,0,68,0,19,10,1,11.9,2,7:26 AM,8:06 PM,Clear and Sunny
D0877,C034,19,6.1,40,1012,0,68,0,19,10,1,13.3,1,7:27 AM,8:04 PM,
D0878,C034,19,9,50,1012,0,88,0,19,10,1,7.2,1,7:28 AM,8:02 PM,Clear and Sunny
D0879,C034,19,11.2,20,1007,0,94,62,19,10,1,12.3,1,7:30 AM,8:00 PM,
D0880,C034,16,13,250,1012,0,77,0,16,10,1,18.5,1,7:31 AM,7:58 PM,
D0881,C034,20,15.1,210,1013,0,73,75,20,10,1,22.6,1,7:33 AM,7:56 PM,Partly Cloudy
D0882,C034,20,16.9,200,1002,0,73,0,20,10,1,28.6,1,7:34 AM,7:54 PM,
D0883,C034,15,24.1,190,1000,0,77,100,13.9,10,1,25.7,1,7:35 AM,7:52 PM,Cloudy and Overcast
D0884,C034,12,6.1,210,1011,0,82,75,10.7,10,1,19.8,1,7:37 AM,7:50 PM,Partly Cloudy
D0885,C035,27,8.3,187,1016,0.2,74,56,29.6,10,6,9.7,1,6:19 AM,6:27 PM,
D0886,C035,25,13,220,1013,0,94,50,27.6,10,1,18,1,6:19 AM,6:26 PM,
D0887,C035,25,15.1,210,1015,0.2,89,50,27.6,10,1,18.7,1,6:19 AM,6:26 PM,
D0888,C035,24.6,9.7,235,1014,0,86,43,26.9,10,1,13.7,1,6:19 AM,6:26 PM,
D0889,C035,26,13,210,1014,0,84,75,28.6,10,1,20.2,1,6:19 AM,6:26 PM,
D0890,C035,26,15.1,220,1013,0,84,50,28.8,10,1,27,1,6:18 AM,6:25 PM,
D0891,C035,26,13,210,1014,0,84,50,29.1,10,1,13.7,1,6:18 AM,6:25 PM,
D0892,C035,24,15.1,160,1014,0.6,94,50,26.2,9,1,16.6,1,6:18 AM,6:25 PM,
D0893,C035,25,13,230,1014,0,89,50,27.6,10,1,16.6,1,6:17 AM,6:24 PM,
D0894,C035,26,11.2,220,1014,0,84,50,29.1,10,1,16.6,1,6:17 AM,6:24 PM,Partly Cloudy
D0895,C035,25,15.1,190,1013,0.1,89,75,27.4,10,1,24.8,1,6:17 AM,6:24 PM,
D0896,C035,26,19.1,220,1015,0.1,84,100,28.9,10,1,23.4,1,6:16 AM,6:23 PM,
D0897,C035,26,9,240,1015,0,84,50,29,10,1,17.6,1,6:16 AM,6:23 PM,
D0898,C035,26,11.2,230,1015,0,89,100,29,10,1,22.3,1,6:16 AM,6:22 PM,
D0899,C035,25,16.9,190,1013,0,89,75,27.4,10,1,27.4,1,6:15 AM,6:22 PM,
D0900,C035,25,13,170,1012,0,89,75,27.3,10,1,18.7,1,6:15 AM,6:22 PM,
D0901,C035,26,11.2,240,1009,0,84,75,27.9,9,7,12.2,1,6:14 AM,6:21 PM,Partly Cloudy
D0902,C035,26,11.2,210,1012,0,89,75,28.9,10,1,19.4,1,6:14 AM,6:21 PM,
D0903,C035,26,13,230,1012,0,89,50,29,10,1,27.7,1,6:14 AM,6:21 PM,
D0904,C035,26,13,190,1013,0,84,75,29,10,1,18,1,6:14 AM,6:20 PM,
D0905,C035,27,15.1,250,1013,0,79,75,30.6,10,1,16.4,1,6:13 AM,6:20 PM,
D0906,C035,27,15.1,230,1013,0,84,50,30.8,10,1,10.9,1,6:13 AM,6:20 PM,Partly Cloudy
D0907,C035,27,13,210,1013,0.08,89,50,31,10,1,18.8,1,6:13 AM,6:19 PM,
D0908,C035,27,13,230,1012,0,89,50,30.9,10,1,14.1,1,6:12 AM,6:19 PM,Partly Cloudy
D0909,C035,27,11.2,240,1011,0.03,84,50,30.9,10,1,18.1,1,6:12 AM,6:18 PM,
D0910,C035,26,13,220,1012,0.48,89,50,29.2,10,1,21,1,6:12 AM,6:18 PM,
D0911,C036,30,13,160,1005,0,43,0,30.2,10,7,9,1,6:23 AM,7:40 PM,
D0912,C036,20,6.1,30,1013,0.1,83,0,20,10,1,5.8,1,6:24 AM,7:39 PM,
D0913,C036,19,3.6,10,1018,0,83,0,19,10,1,4.7,1,6:24 AM,7:39 PM,
D0914,C036,23,3.6,10,1017,0,69,50,24.9,10,1,1.4,1,6:25 AM,7:37 PM,
D0915,C036,24,13,50,1016,0,74,37,25.5,10,1,10.1,2,6:26 AM,7:35 PM,
D0916,C036,21,3.6,10,1017,0.2,88,100,21,10,1,7.2,1,6:27 AM,7:34 PM,Thunderstorms
D0917,C036,23,13,80,1015,0.2,65,75,25,10,1,9,1,6:28 AM,7:32 PM,
D0918,C036,20,11.2,330,1015,0,83,75,20,10,1,4.7,2,6:29 AM,7:30 PM,Partly Cloudy
D0919,C036,22,16.9,330,1014,0,73,0,24.2,10,1,10.8,1,6:30 AM,7:29 PM,
D0920,C036,23,31,320,1013,0,73,0,25.1,10,1,18.4,1,6:31 AM,7:27 PM,
D0921,C036,23,28.1,320,1014,0.9,69,75,25.2,10,1,2.9,1,6:32 AM,7:25 PM,
D0922,C036,18,3.6,340,1014,1.3,100,100,18,9,1,3.6,1,6:33 AM,7:23 PM,Cloudy and Overcast
D0923,C036,17,33.1,340,1011,0,68,0,17,10,1,18.7,1,6:34 AM,7:22 PM,
D0924,C036,16,33.1,320,1016,0,63,0,16,10,1,16.2,1,6:35 AM,7:20 PM,Clear and Sunny
D0925,C036,14,3.6,10,1016,0,100,100,14.4,10,1,5.4,1,6:36 AM,7:18 PM,
D0926,C036,14,3.6,349,1018,0,94,0,14.7,10,1,1.4,1,6:37 AM,7:17 PM,
D0927,C036,24,6.8,170,1017,0,39,0,24.4,10,6,6.5,1,6:39 AM,7:13 PM,
D0928,C036,17,16.9,330,1020,0,72,0,17,10,1,8.6,1,6:39 AM,7:13 PM,
D0929,C036,17,6.1,340,1020,0,77,50,17,10,1,2.5,2,6:40 AM,7:11 PM,
D0930,C036,19,33.1,310,1018,0,64,25,19,10,1,14,1,6:41 AM,7:10 PM,
D0931,C036,18,19.1,320,1016,0.14,73,0,18,10,1,12,1,6:42 AM,7:08 PM,
D0932,C036,15,11.2,120,1023,0.09,94,100,15.2,5,1,8.5,1,6:43 AM,7:06 PM,Light Precipitation
D0933,C036,15,3.6,10,1025,0.02,82,25,15.3,10,1,6.2,1,6:44 AM,7:04 PM,Partly Cloudy
D0934,C036,17,6.1,290,1023,0,77,100,17,10,1,4.6,2,6:46 AM,7:03 PM,
D0935,C036,19,13,50,1023,0.08,73,100,19,10,1,5,2,6:47 AM,7:01 PM,Cloudy and Overcast
D0936,C036,21,9,60,1024,0.01,69,100,21,10,1,4.1,2,6:48 AM,6:59 PM,
D0937,C037,16,15.1,10,1009,0.3,82,75,16,10,3,14.4,1,6:11 AM,8:02 PM,Light Precipitation
D0938,C037,14,9,280,1008,0,94,0,14.1,10,1,9.7,1,6:13 AM,8:00 PM,
D0939,C037,14,6.8,170,1005,0.3,88,0,13.3,10,1,15.8,1,6:13 AM,8:00 PM,
D0940,C037,12,16.9,220,1012,0,88,0,10.6,10,1,20.9,1,6:15 AM,7:58 PM,
D0941,C037,12,4,110,1016,0,94,0,12,10,1,9.4,1,6:16 AM,7:55 PM,
D0942,C037,15,4,250,1023,0,88,0,15.2,10,1,12.2,1,6:18 AM,7:53 PM,Clear and Sunny
D0943,C037,13,6.8,250,1028,0,88,0,12.9,10,1,11.2,1,6:20 AM,7:51 PM,
D0944,C037,15,6.1,130,1026,0,88,0,15,10,1,14,2,6:21 AM,7:49 PM,Clear and Sunny
D0945,C037,15,6.8,80,1022,0,94,0,15.1,10,1,13.7,1,6:23 AM,7:46 PM,
D0946,C037,17,9,80,1024,0,83,0,17,10,1,16.9,2,6:25 AM,7:44 PM,
D0947,C037,17,13,80,1023,0,72,0,17,10,1,21.2,1,6:26 AM,7:42 PM,
D0948,C037,18,6.1,110,1019,0,73,0,18,10,1,17.3,2,6:28 AM,7:39 PM,Clear and Sunny
D0949,C037,17,6.1,80,1017,0,77,0,17,10,1,14.4,2,6:30 AM,7:37 PM,
D0950,C037,17,3.6,17,1016,0,77,0,17,10,1,9.7,2,6:31 AM,7:35 PM,
D0951,C037,17,4,120,1012,0,83,0,17,10,1,7.6,3,6:33 AM,7:32 PM,
D0952,C037,20,6.1,40,1012,3.6,73,0,20,10,1,18,3,6:35 AM,7:30 PM,
D0953,C037,21,11.2,310,1022,0,43,25,21,10,6,10.1,1,6:38 AM,7:25 PM,
D0954,C037,10,3.6,20,1023,0,87,0,9.2,10,1,12.6,1,6:38 AM,7:25 PM,
D0955,C037,14,13,90,1020,0,82,0,13.1,10,1,23.4,1,6:40 AM,7:23 PM,Clear and Sunny
D0956,C037,15,4,110,1015,0,88,0,15.8,10,1,7.6,2,6:41 AM,7:20 PM,
D0957,C037,18,6.8,100,1014,0,77,0,18,10,1,24.5,2,6:43 AM,7:18 PM,
D0958,C037,18,19.1,190,1007,0,88,0,18,10,1,20.8,2,6:45 AM,7:15 PM,Clear and Sunny
D0959,C037,16,19.1,210,1011,0,59,0,16,10,1,26.6,1,6:47 AM,7:13 PM,
D0960,C037,16,9,120,1008,0,72,0,16,10,1,18.9,1,6:48 AM,7:11 PM,
D0961,C037,19,11.2,120,998,0.06,73,0,19,10,1,21.6,1,6:50 AM,7:08 PM,
D0962,C037,15,11.2,160,1006,0,88,0,14.7,10,1,15.4,1,6:52 AM,7:06 PM,Clear and Sunny
D0963,C038,26,11.2,240,1017,0,89,100,28.4,10,7,18.4,1,5:55 AM,6:09 PM,
D0964,C038,26,16.9,240,1014,0,89,75,29.4,10,1,22.7,1,5:55 AM,6:08 PM,
D0965,C038,26,15.1,220,1014,0.5,89,100,29.5,10,1,29.9,1,5:55 AM,6:08 PM,
D0966,C038,26,16.9,210,1015,0,89,75,29.3,10,1,21.2,1,5:55 AM,6:08 PM,
D0967,C038,26,20.2,220,1014,0,89,75,29.3,10,1,26.3,1,5:55 AM,6:07 PM,
D0968,C038,24,15.1,240,1013,0.6,100,75,26.2,10,1,31.3,1,5:54 AM,6:07 PM,
D0969,C038,25,13,220,1016,0,94,50,27.6,10,1,21.2,1,5:54 AM,6:06 PM,
